category,description,image_url,main_category,name,price
Karmy suche,"Sucha karma dla kotów po zabiegu sterylizacji, zbilansowana zawartość składników mineralnych, na zdrowe drogi moczowe, karma ułatwia kontrolę wagi kota.",https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Perfect-Fit-senS-Bogaty-w-Kurczaka-750-g-nowość-4008429088896.jpg,Koty,PERFECT FIT STERILE Z KURCZAKIEM,"19,45"
Karmy suche,"Rozwiązanie żywieniowe opracowane specjalnie dla kotów żyjących wyłącznie w domu, intensywnie domagających się jedzenia.",https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/packshot_2016_FHN_DRY_Indoor_Appetite_Control_2.jpeg,Koty,royal canin indoor apetite control,"81,62"
Karmy suche,"Pełnowartościowa karma dla kotów dorosłych, o wrażliwym przewodzie pokarmowym.",https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/packshot_2016_FHN_DRY_Sensible_33_pork_3.jpeg,Koty,royal canin sensible 33  10KG PROMOCJA,"224,23"
Karmy suche,Rozwiązanie żywieniowe dostosowane specjalnie dla dorosłych kotów (od 12. miesiąca życia) sterylizowanych.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/packshot_2016_FHN_DRY_Sterilised_37_4.jpeg,Koty,ROYAL CANIN STERILISED 37,"18,99"
Karmy suche,"Pełnowartościowa karma sucha dla dorosłych, sterylizowanych kotów.",https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/packshot_2016_FHN_DRY_Sterilised_37_4.jpeg,Koty,ROYAL CANIN Sterilised 37 10kg promocja,"224,23"
Karmy suche,"Rozwiązanie żywieniowe opracowane specjalnie dla dorosłych kotów (od 1. do 7. roku życia), sterylizowanych, intensywnie domagających się jedzenia.",https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/packshot_2016_FHN_DRY_Sterilised_Appetite_Control_2.jpeg,Koty,ROYAL CANIN Sterilised Apetite Control,"81,62"
Karmy suche,Rozwiązanie żywieniowe opracowane specjalnie dla dorosłych kotów rasy maine coon.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RC MAINE COON.jpg,Koty,ROYAL CANIN Maine Coon,"93,51"
Karmy suche,Rozwiązanie żywieniowe opracowane specjalnie dla dorosłych kotów rasy perskiej.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RC PERSIAN.jpg,Koty,ROYAL CANIN Persian,"93,51"
Karmy suche,Rozwiązanie żywieniowe opracowane specjalnie dla dorosłych kotów rasy ragdoll.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RC RAGDOL2.jpg,Koty,ROYAL CANIN Ragdoll Adult,"93,51"
Karmy suche,Rozwiązanie żywieniowe opracowane specjalnie dla dorosłych kotów syjamskich.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RC SIAMESE.jpg,Koty,royal canine siamese,"93,51"
Karmy suche,Rozwiązanie żywieniowe opracowane specjalnie dla dorosłych kotów rasy brytyjski krótkowłosy.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RC BRITISH.jpg,Koty,ROYAL CANIN British Shorthair,"93,51"
Karmy suche,Pełnoporcjowa karma dla dorosłych kotów.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/CAT CHOW Hairball 400400XXX.jpg,Koty,PURINA CATCHOW HAIRBALL CONTROL ADULT 400G+400G GRATIS,"16,44"
Karmy suche,Pełnoporcjowa karma dla kociąt. Odpowiednia także dla kotek ciężarnych i karmiących.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/CAT CHOW Kitten 400400XX.jpg,Koty,PURINA CAT CHOW KITTEN 400G+400G GRATIS,"15,96"
Karmy weterynaryjne,Karma dla kotów cierpiących na alergię lub nietolerancję pokarmową.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-canin-sensitivity-control-42d0.jpg,Koty,royal canin veterinary diet sensitivity control,"22,39"
Karmy weterynaryjne,Karmaprzeznaczona dla kotów z nadwagą.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Royal_Canin_Vet_Obesity_Management.jpg,Koty,royal canin veterinary diet obesity management,"21,18"
Karmy weterynaryjne,Karma przeznaczona dla dorosłych kotów chorujących na cukrzycę.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-canin-diabetic-kot.jpg,Koty,royal canin veterinary diet diabetic kot,"21,18"
Karmy weterynaryjne,Pełnoporcjowa karma dla dorosłych kotów. Wskazania: dorosłe koty z tendencją do zatwardzeń/zaparć i/lub kul włosowych.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Fibre_Response.jpg,Koty,royal canin veterinary diet fibre response,"99,49"
Karmy weterynaryjne,Pełnoporcjowa dietetyczna karma dla kotów z chorobami wątroby.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-vet-hepatic.jpeg,Koty,royal canin veterinary diet hepatic,"98,70"
Karmy weterynaryjne,Karma dla kota pomagająca łagodzić objawy stresu.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-canin-veterinary-diet-feline-calm.jpg,Koty,royal canin veterinary diet calm,"93,93"
Karmy weterynaryjne,Karma dla kotów wspomagająca wydalanie połkniętej sierści.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/ofrigtyr46ghuvgjy.jpg,Koty,royal canin veterinary diet skin hairball,"21,59"
Karmy weterynaryjne,Karma sucha dla kotek sterylizowanych od momentu zabiegu do 7 roku życia.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-canin-neutered-young-female-3575.jpg,Koty,royal canin veterinary diet neutered young female,"21,58"
Karmy weterynaryjne,Karma weterynaryjna dla kotów z chorobami dróg moczowych oraz z nadwagą.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/ur kura.jpg,Koty,royal canin veterinary diet urinary S/O kurczak,"5,37"
Karmy weterynaryjne,Karma przeznaczona dla kastrowanych kocurków od momentu zabiegu do 7 roku życia.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-canin-neutered-young-male-9051.jpg,Koty,royal canin veterinary diet neutered young male,"21,58"
Karmy weterynaryjne,Karma mokra dietetyczna dla dorosłych kotów mających problemy ze schorzeniami dolnych dróg moczowych.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/urinary wolowina.jpg,Koty,royal canin veterinary diet urinary S/O wołowina,"5,37"
Karmy weterynaryjne,Karmaprzeznaczona dla kotów walczących z nadwagą.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/obesity 100.jpg,Koty,royal canin veterinary diet obesity management,"5,37"
Karmy weterynaryjne,Karma mokra dla kotów mających problemy z cukrzycą.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/royal-canin-veterinary-diet-royal-canin-diabetic-veterinary-diet-24-x-100-g.jpg,Koty,royal canin veterinary diet diabetic,"5,37"
Karmy weterynaryjne,"Karma lecznicza dla dorosłych kotów, cierpiących na niewydolność nerek.",https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/renal tunczyk.jpg,Koty,royal canin veterinary diet renal tuńczyk,"5,10"
Akcesoria,Wymienny filtr węglowy do krytej kuwety.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/filtr 135.jpg,Koty,ferplast filtr węglowy do kuwety,"12,92"
Akcesoria,Łyżka do usuwania kleszczy.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/trixie-na-kleszcze-2297.jpg,Koty,TRIXIE ŁYŻKA DO WYCIĄGANIA KLESZCZY,"15,47"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/CZERWONE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO CZERWONE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/FIOLETOWE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO FIOLETOWE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/JASNONIEBIESKIE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO JASNONIEBIESKIE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/POMARAŃCZOWE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO POMARAŃCZOWE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/NIEBIESKIE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO NIEBIESKIE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/ZŁOTE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO ZŁOTE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/SZARE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO SZARE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/CZARNE MS.jpg,Koty,MY FAMILY BASIC MAŁE SERCE CZARNE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/FIOLETOWE MS.jpg,Koty,MY FAMILY BASIC MAŁE SERCE FIOLETOWE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RÓŻOWE MS.jpg,Koty,MY FAMILY BASIC MAŁE SERCE RÓŻOWE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/NIEBIESKIE MS.jpg,Koty,MY FAMILY BASIC MAŁE SERCE NIEBIESKIE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/KOŚĆ DUŻA.jpg,Koty,MY FAMILY BASIC DUŻA KOŚĆ SREBRNA,"41,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/SERCE MAŁE.jpg,Koty,MY FAMILY BASIC MAŁE SERCE SREBRNE,"41,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/RÓŻOWE MK.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO RÓŻOWE,"30,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/KÓŁKO MAŁE.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO SREBRNE,"41,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/SERCE DUŻE.jpg,Koty,MY FAMILY BASIC DUŻE SERCE SREBRNE,"41,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/KOŚĆ MAŁA.jpg,Koty,MY FAMILY BASIC MAŁA KOŚĆ SREBRNA,"41,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/KÓŁKO DUŻE.jpg,Koty,MY FAMILY BASIC DUŻE KÓŁKO SREBRNE,"41,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/DUŻE KÓŁKO Z.jpg,Koty,MY FAMILY BASIC DUŻE KÓŁKO GOLD,"47,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/my-family-małe-serce-złote.jpg,Koty,MY FAMILY BASIC MAŁE SERCE GOLD,"46,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/MAŁA KOŚĆ Z.jpg,Koty,MY FAMILY BASIC MAŁA KOŚĆ GOLD,"46,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/my-family-małe-kółko-złote.jpg,Koty,MY FAMILY BASIC MAŁE KÓŁKO GOLD,"46,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/DUŻE SERCE Z.jpg,Koty,MY FAMILY BASIC DUŻE SERCE GOLD,"46,00"
Adresówki grawerowane,Aluminiowa adresówka dla psa i kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/DUŻA KOŚĆ Z.jpg,Koty,MY FAMILY BASIC DUŻA KOŚĆ GOLD,"46,00"
Witaminy i suplementy,Karma mineralna uzupełniająca dla psów dużych ras.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Wita-Vet-Junior-Adult-CaP-2-tabletki.jpg,Koty,"EUROWET WITA-VET Ca/P=2 3,2g preparat witaminowy dla psów","36,86"
Witaminy i suplementy,Pasta multiwitaminowa dla kotów.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/25247_PLA_Gimpet_Multi_Vitamin_Paste_Extra_150g_2.jpg,Koty,gimpet pasta multi vit extra,"18,99"
Zabawki,Zestaw trzech zabawek z kocimietką.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/TP457§RA(1).jpg,Koty,ferribiella różowy zestaw z kocimiętką,"29,37"
Zabawki,Zestaw trzech zabawek z kocimietką.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/TP457§V(1).jpg,Koty,ferribiella zielony zestaw z kocimiętką,"29,37"
Zabawki,Zabawka dla kota składająca się z pluszowej marchewki i kocimiętki.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/150062bc5b7cf85c9122240e849f8180.jpg,Koty,kong cat toys marchewka z kocimiętką,"19,99"
Zabawki,Miękkie myszki do zabawy dla kota.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/kong-cat-toys-myszy-pluszowe-szeleszczace-2-szt-produkt-dostepny-w-naszezoopl-sklep-dla-zwierzaka400x400.jpg,Koty,kong Cat Toys Myszy Pluszowe,"16,99"
Zabawki,Wędka do wspólnej zabawy kota z właścicielem.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/kong-cat-toys-snake-teaser-100cm-ct45-.jpg,Koty,KONG CAT TOYS Kong Cat Toys Snake Teaser,"25,99"
Witaminy i suplementy,Karma uzupełniająca z wyciągami roślinnymi dla psów i kotów.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Ultradiar-30-tabletek.jpg,Koty,eurowet ULTRADIAR preparat na zaburzenia żołądkowo-jelitowe dla psa i kota,"35,15"
Witaminy i suplementy,Dietetyczna karma uzupełniająca dla psów i kotów.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Amylan-AD-30tabletek.jpg,Koty,EUROWET AMYLAN-AD Preparat wspomagający leczenie zaburzeń trawiennych dla psa,"35,51"
Żwirki,Żwirki higieniczne dla kotów drobnym uziarnieniem.,https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/81.jpg,Koty,Super Benek Compact,"17,99"
Żwirki,Żwirek bentonitowy zbrylający dla kotów.,"https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Bazyl sea 5,3 l.jpg",Koty,Bazyl sea,"14,99"
Żwirki,Żwirek bentonitowy zbrylający dla kotów.,"https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Bazyl compact parfume lavender 5,3 l.tif",Koty,bazyl compact lawender,"16,99"
Żwirki,Żwirek bentonitowy zbrylający dla kotów.,"https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/Bazyl pine 5,3 l.jpg",Koty,bazyl pine,"14,99"
Żwirki,Żwirek bentonitowy zbrylający dla kotów.,"https://webmerceproductioncdn.azureedge.net/zookarina/img/product_images/product_standard_images/BAZYL 5,3L LAWENDER.jpg",Koty,bazyl lavender,"15,49"
